event-id,visible,timestamp,location-long,location-lat,comments,gps:hdop,gps:satellite-count,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
3957846553,true,2016-07-13 23:00:10.000,-72.58631,42.23751,"4/5",11.9,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846554,true,2016-07-25 23:00:10.000,-72.58633,42.23823,"5/5",2.5,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846555,true,2016-08-06 23:00:06.000,-72.59188,42.24197,"5/5",3.8,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846556,true,2016-08-18 23:00:06.000,-72.59355,42.23902,"4/4",7.0,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846557,true,2016-08-23 23:00:07.000,-72.59358,42.2392,"4/4",8.9,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846558,true,2016-08-26 23:00:07.000,-72.57293,42.23385,"3/3",7.7,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846559,true,2016-08-29 23:00:10.000,-72.59296,42.23898,"4/4",7.4,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846560,true,2016-09-01 23:00:07.000,-72.59384,42.23905,"4/4",19.3,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846561,true,2016-09-04 23:00:10.000,-72.59347,42.23918,"5/5",12.5,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846562,true,2016-09-07 23:00:08.000,-72.59477,42.23914,"4/4",118.6,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846563,true,2016-09-10 23:00:08.000,-72.59345,42.23938,"5/5",4.8,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846564,true,2016-09-13 23:00:09.000,-72.59297,42.23945,"7/7",1.3,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846565,true,2016-09-16 23:00:10.000,-72.5936,42.23918,"7/7",1.3,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846566,true,2016-09-19 23:00:07.000,-72.59332,42.23921,"6/6",1.7,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846567,true,2016-09-22 23:00:09.000,-76.16025,39.489,"6/6",2.0,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846568,true,2016-09-25 23:00:07.000,-78.37838,36.31648,"6/6",1.3,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846569,true,2016-09-28 23:00:10.000,-78.97384,35.0931,"5/5",2.9,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846570,true,2016-10-04 23:00:04.000,-82.74146,30.13315,"6/7",1.2,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846571,true,2016-10-07 23:00:09.000,-80.99361,26.59625,"7/8",1.3,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846572,true,2016-10-10 23:00:07.000,-80.99382,26.59654,"4/6",2.0,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846573,true,2016-10-16 23:00:10.000,-81.08172,26.71218,"4/5",2.9,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846574,true,2016-10-22 23:00:08.000,-81.23866,26.51919,"3/4",18.3,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846575,true,2016-10-25 23:00:10.000,-81.08172,26.71193,"4/5",3.2,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846576,true,2016-10-28 23:00:10.000,-81.05456,26.74053,"3/3",3.6,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846577,true,2016-10-31 23:00:08.000,-81.08195,26.71192,"5/6",5.3,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846578,true,2016-11-15 23:00:06.000,-81.08191,26.71229,"5/6",2.8,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846579,true,2016-11-18 23:00:07.000,-81.08176,26.71232,"7/7",3.0,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846580,true,2016-11-21 23:00:09.000,-81.08164,26.71216,"8/9",1.1,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846581,true,2016-11-24 23:00:10.000,-81.06021,26.68573,"3/4",14.6,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846582,true,2016-11-27 23:00:07.000,-81.08212,26.71244,"5/5",7.8,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846583,true,2016-12-03 23:00:10.000,-81.08196,26.71223,"4/4",3.7,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846584,true,2016-12-09 23:00:10.000,-81.08175,26.71214,"6/6",1.3,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846585,true,2016-12-12 23:00:10.000,-81.08056,26.71325,"4/4",10.6,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846586,true,2016-12-15 23:00:10.000,-81.08182,26.71205,"5/5",7.8,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846587,true,2016-12-21 23:00:07.000,-81.08181,26.71235,"7/8",1.6,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846588,true,2016-12-24 23:00:10.000,-81.0818,26.71225,"7/7",1.7,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846589,true,2016-12-27 23:00:04.000,-81.08165,26.71209,"7/7",3.0,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846590,true,2016-12-30 23:00:09.000,-81.08102,26.71256,"7/7",1.2,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846591,true,2017-01-05 23:00:10.000,-81.08237,26.71106,"4/4",15.9,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846592,true,2017-01-08 23:00:10.000,-81.08161,26.71177,"4/5",9.8,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846593,true,2017-01-11 23:00:06.000,-81.07702,26.68826,"3/3",3.1,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846594,true,2017-01-14 23:00:07.000,-81.08132,26.71192,"5/5",3.3,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846595,true,2017-01-17 23:00:08.000,-81.08158,26.71183,"5/5",1.9,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846596,true,2017-01-20 23:00:10.000,-81.08121,26.71183,"5/5",2.1,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846597,true,2017-01-26 23:00:09.000,-81.08131,26.71204,"5/6",2.4,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846598,true,2017-01-29 23:00:06.000,-81.08169,26.71233,"4/4",4.8,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846599,true,2017-02-01 23:00:04.000,-81.0814,26.71228,"6/7",1.7,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846600,true,2017-02-04 23:00:06.000,-81.08045,26.71269,"5/5",2.3,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846601,true,2017-02-07 23:00:04.000,-81.08138,26.7119,"6/6",2.8,,"gps",,"1393","2651-65614","grcaMigration-Ryder"
3957846602,true,2016-07-01 23:00:10.000,-104.01922,40.70587,"3/3",21.7,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846603,true,2016-07-13 23:00:06.000,-105.18126,40.59481,"6/6",1.4,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846604,true,2016-07-25 23:00:07.000,-105.18128,40.59473,"4/4",2.8,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846605,true,2016-08-06 23:00:09.000,-105.18079,40.59459,"5/5",4.9,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846606,true,2016-08-18 23:00:08.000,-105.18097,40.59461,"6/6",3.5,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846607,true,2016-08-23 23:00:10.000,-105.18111,40.59485,"5/5",7.3,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846608,true,2016-08-26 23:00:08.000,-105.18107,40.59472,"5/5",4.7,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846609,true,2016-08-29 23:00:07.000,-105.18103,40.59461,"4/4",7.3,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846610,true,2016-09-01 23:00:07.000,-105.16035,40.6178,"3/3",16.6,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846611,true,2016-09-04 23:00:09.000,-105.18086,40.59452,"4/4",4.8,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846612,true,2016-09-10 23:00:10.000,-105.17954,40.59582,"4/4",126.3,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846613,true,2016-09-13 23:00:09.000,-105.18078,40.59461,"5/5",3.0,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846614,true,2016-09-16 23:00:10.000,-105.18538,40.59371,"5/5",6.0,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846615,true,2016-09-19 23:00:10.000,-94.3312,37.34384,"6/6",2.7,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846616,true,2016-09-22 23:00:05.000,-94.16138,37.35443,"6/6",4.3,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846617,true,2016-09-25 23:00:07.000,-94.16165,37.3543,"6/6",2.2,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846618,true,2016-10-04 23:00:10.000,-97.63101,30.22359,"3/4",24.2,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846619,true,2016-10-07 23:00:10.000,-96.23873,28.88313,"5/5",1.5,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846620,true,2016-10-10 23:00:08.000,-96.23867,28.88372,"4/4",9.8,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846621,true,2016-10-13 23:00:07.000,-96.2386,28.88324,"6/6",1.4,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846622,true,2016-10-16 23:00:06.000,-96.23864,28.88345,"5/6",12.6,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846623,true,2016-10-19 23:00:10.000,-96.23864,28.88315,"5/5",2.4,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846624,true,2016-10-22 23:00:06.000,-96.23865,28.88328,"6/7",1.4,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846625,true,2016-10-25 23:00:08.000,-96.23859,28.8832,"5/6",2.8,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846626,true,2016-10-28 23:00:08.000,-96.23862,28.88327,"8/9",1.0,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846627,true,2016-10-31 23:00:10.000,-96.20609,28.99557,"3/4",6.7,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846628,true,2016-11-18 23:00:08.000,-96.23871,28.8832,"6/7",2.3,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846629,true,2016-11-21 23:00:10.000,-96.28257,28.88852,"3/4",5.9,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846630,true,2016-11-24 23:00:10.000,-96.23889,28.88327,"5/5",3.9,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846631,true,2016-11-27 23:00:08.000,-96.23857,28.88294,"4/4",8.3,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846632,true,2016-11-30 23:00:09.000,-96.23868,28.88329,"6/6",1.1,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846633,true,2016-12-03 23:00:08.000,-96.23867,28.88313,"4/4",3.0,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846634,true,2016-12-06 23:00:10.000,-96.23874,28.88307,"5/5",1.2,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846635,true,2016-12-09 23:00:10.000,-96.23883,28.88297,"5/5",4.9,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846636,true,2016-12-12 23:00:07.000,-96.23864,28.88306,"6/6",2.3,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846637,true,2016-12-15 23:00:10.000,-96.2386,28.8833,"5/5",2.6,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846638,true,2016-12-18 23:00:10.000,-96.23875,28.88312,"6/6",2.9,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846639,true,2016-12-21 23:00:10.000,-96.23858,28.88308,"5/5",2.6,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846640,true,2016-12-24 23:00:10.000,-96.23869,28.88323,"5/5",5.5,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846641,true,2016-12-27 23:00:10.000,-96.23927,28.88169,"6/6",2.1,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846642,true,2016-12-30 23:00:07.000,-96.23863,28.88326,"6/6",1.5,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846643,true,2017-01-02 23:00:07.000,-96.2389,28.88325,"4/4",11.2,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846644,true,2017-01-05 23:00:08.000,-96.23854,28.88325,"6/6",1.5,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846645,true,2017-01-08 23:00:07.000,-96.23857,28.88316,"6/7",1.2,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846646,true,2017-01-11 23:00:10.000,-96.23624,28.84436,"3/5",5.3,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846647,true,2017-01-14 23:00:10.000,-96.23869,28.8832,"5/6",1.5,,"gps",,"1383","2231-55432","grcaMigration-Ryder"
3957846648,true,2016-07-01 23:00:09.000,-76.99222,38.94119,"5/5",2.3,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846649,true,2016-07-13 23:00:09.000,-76.99231,38.9412,"8/8",1.2,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846650,true,2016-07-25 23:00:08.000,-76.99183,38.94117,"6/6",2.4,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846651,true,2016-08-06 23:00:10.000,-76.99212,38.9412,"4/4",7.2,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846652,true,2016-08-18 23:00:09.000,-76.99241,38.94118,"5/5",5.0,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846653,true,2016-08-29 23:00:10.000,-76.99305,38.94114,"4/4",13.6,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846654,true,2016-09-01 23:00:07.000,-76.98664,38.91548,"3/3",16.2,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846655,true,2016-09-04 23:00:10.000,-76.99265,38.94103,"5/5",4.6,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846656,true,2016-09-13 23:00:10.000,-76.99265,38.94114,"5/5",4.6,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846657,true,2016-09-16 23:00:09.000,-76.99219,38.94133,"4/4",9.7,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846658,true,2016-09-22 23:00:10.000,-76.99237,38.94086,"5/5",2.6,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846659,true,2016-09-25 23:00:09.000,-76.99252,38.94097,"6/6",1.4,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846660,true,2016-09-28 23:00:09.000,-76.99234,38.94113,"6/6",1.4,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846661,true,2016-10-01 23:00:09.000,-76.99261,38.94125,"4/4",74.6,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846662,true,2016-10-04 23:00:09.000,-80.02832,32.88018,"5/6",2.4,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846663,true,2016-10-07 23:00:07.000,-81.16037,26.78237,"6/7",3.2,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846664,true,2016-10-10 23:00:08.000,-81.1604,26.78225,"8/9",1.0,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846665,true,2016-10-13 23:00:08.000,-81.1567,26.7833,"7/8",1.3,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846666,true,2016-10-19 23:00:10.000,-81.1599,26.78456,"4/5",7.6,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846667,true,2016-10-22 23:00:10.000,-81.16009,26.78361,"4/5",131.4,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846668,true,2016-10-25 23:00:10.000,-81.16004,26.78447,"8/9",1.0,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846669,true,2016-10-28 23:00:10.000,-81.14672,26.71526,"3/4",7.3,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846670,true,2016-10-31 23:00:09.000,-81.08214,26.94058,"3/5",5.9,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846671,true,2016-11-18 23:00:10.000,-81.15967,26.78451,"7/8",1.4,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846672,true,2016-11-24 23:00:09.000,-81.16167,26.78607,"4/4",17.6,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846673,true,2016-11-27 23:00:10.000,-81.07353,26.84184,"3/3",1.9,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846674,true,2016-12-03 23:00:08.000,-80.82945,26.60985,"3/3",2.8,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846675,true,2016-12-06 23:00:10.000,-81.96637,26.01384,"3/3",60.4,,"gps",,"1391","2671-02002","grcaMigration-Ryder"
3957846676,true,2016-07-13 23:00:08.000,-72.53333,42.539,"4/5",20.3,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846677,true,2016-07-25 23:00:07.000,-72.53784,42.39312,"3/3",3.1,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846678,true,2016-08-06 23:00:10.000,-72.53316,42.53904,"4/4",19.3,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846679,true,2016-08-18 23:00:09.000,-72.53309,42.53766,"6/6",1.7,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846680,true,2016-08-26 23:00:10.000,-72.53249,42.53444,"5/5",5.5,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846681,true,2016-08-29 23:00:10.000,-72.5323,42.53597,"5/5",4.6,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846682,true,2016-09-01 23:00:07.000,-72.53435,42.53804,"5/5",6.8,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846683,true,2016-09-04 23:00:06.000,-72.5341,42.53788,"5/5",13.7,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846684,true,2016-09-07 23:00:10.000,-72.53408,42.53806,"5/5",2.1,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846685,true,2016-09-10 23:00:07.000,-72.52877,42.53801,"4/4",105.8,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846686,true,2016-09-13 23:00:10.000,-72.53385,42.53808,"7/7",1.6,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846687,true,2016-09-16 23:00:06.000,-72.53388,42.53808,"7/7",1.6,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846688,true,2016-09-19 23:00:10.000,-72.53351,42.53824,"5/6",1.8,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846689,true,2016-09-22 23:00:08.000,-72.57556,42.52169,"3/3",4.6,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846690,true,2016-09-25 23:00:07.000,-78.92357,38.10893,"7/7",1.5,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846691,true,2016-09-28 23:00:06.000,-78.7343,37.84327,"7/7",1.3,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846692,true,2016-10-01 23:00:08.000,-78.73399,37.8431,"8/9",1.0,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846693,true,2016-10-04 23:00:10.000,-81.92356,31.09626,"4/4",4.2,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846694,true,2016-10-10 23:00:09.000,-81.50996,26.85369,"5/6",2.0,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846695,true,2016-10-13 23:00:09.000,-81.51094,26.85434,"7/8",1.2,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846696,true,2016-10-16 23:00:07.000,-81.51106,26.85433,"8/9",1.2,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846697,true,2016-10-19 23:00:10.000,-81.4224,26.79889,"3/3",3.1,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846698,true,2016-10-22 23:00:10.000,-81.64535,26.90107,"3/4",2.1,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846699,true,2016-10-25 23:00:09.000,-81.51097,26.85441,"6/7",1.2,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846700,true,2016-10-28 23:00:05.000,-81.51112,26.85428,"5/6",4.8,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846701,true,2016-10-31 23:00:07.000,-81.51114,26.85431,"5/6",5.1,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846702,true,2016-11-15 23:00:10.000,-81.51109,26.85443,"4/5",2.8,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846703,true,2016-11-18 23:00:08.000,-81.51094,26.85446,"7/8",3.0,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846704,true,2016-11-21 23:00:08.000,-81.51122,26.85457,"5/6",4.2,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846705,true,2016-11-24 23:00:04.000,-81.51112,26.85422,"6/6",3.6,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846706,true,2016-11-27 23:00:10.000,-81.51109,26.85469,"5/6",6.9,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846707,true,2016-11-30 23:00:10.000,-81.51107,26.85442,"6/6",1.3,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846708,true,2016-12-03 23:00:08.000,-81.5108,26.85364,"9/9",1.0,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846709,true,2016-12-06 23:00:06.000,-81.51079,26.85357,"7/7",1.3,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846710,true,2016-12-09 23:00:06.000,-81.51104,26.85413,"7/7",1.6,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846711,true,2016-12-12 23:00:04.000,-81.51087,26.85355,"7/7",1.3,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846712,true,2016-12-15 23:00:10.000,-81.5112,26.85417,"5/5",7.8,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846713,true,2016-12-18 23:00:10.000,-81.51117,26.85419,"7/7",1.8,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846714,true,2016-12-21 23:00:07.000,-81.51096,26.85372,"6/6",2.1,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846715,true,2016-12-24 23:00:08.000,-81.5108,26.85439,"7/7",3.3,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846716,true,2016-12-27 23:00:10.000,-81.51109,26.85438,"5/5",4.2,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846717,true,2016-12-30 23:00:06.000,-81.51112,26.85416,"7/7",1.6,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846718,true,2017-01-02 23:00:08.000,-81.51083,26.85445,"6/6",2.8,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846719,true,2017-01-05 23:00:10.000,-81.51101,26.85417,"5/5",1.8,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846720,true,2017-01-08 23:00:10.000,-81.50842,26.81564,"3/3",4.5,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846721,true,2017-01-11 23:00:05.000,-81.51072,26.85361,"8/8",1.0,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846722,true,2017-01-14 23:00:08.000,-81.50001,26.8492,"9/9",0.9,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846723,true,2017-01-17 23:00:05.000,-81.50073,26.84925,"7/7",1.2,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846724,true,2017-01-20 23:00:06.000,-81.50022,26.84917,"5/5",2.4,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846725,true,2017-01-23 23:00:06.000,-81.5002,26.8493,"5/5",2.0,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846726,true,2017-01-26 23:00:08.000,-81.50011,26.84931,"5/5",2.3,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846727,true,2017-01-29 23:00:10.000,-81.5,26.84935,"6/7",1.6,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846728,true,2017-02-01 23:00:04.000,-81.50038,26.84916,"7/7",1.4,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846729,true,2017-02-07 23:00:10.000,-81.5001,26.84912,"6/6",1.5,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846730,true,2017-02-10 23:00:05.000,-81.50016,26.84919,"6/6",3.3,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846731,true,2017-02-13 23:00:05.000,-81.50007,26.84913,"6/6",4.6,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846732,true,2017-03-15 23:00:04.000,-81.50029,26.84926,"5/7",2.4,,"gps",,"1412","2651-65626","grcaMigration-Ryder"
3957846733,true,2016-07-25 23:00:06.000,-76.82816,39.19402,"3/3",6.1,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
3957846734,true,2016-08-06 23:00:10.000,-77.04161,39.05499,"4/5",5.7,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
3957846735,true,2016-08-18 23:00:10.000,-76.87898,39.05495,"3/3",4.7,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
3957846736,true,2016-08-23 23:00:09.000,-76.90735,39.01813,"3/4",6.1,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
3957846737,true,2016-08-26 23:00:06.000,-76.9282,38.99216,"3/3",7.7,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
3957846738,true,2016-09-04 23:00:10.000,-77.15272,38.7811,"3/3",38.4,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
3957846739,true,2016-09-07 23:00:10.000,-76.84868,39.10973,"3/3",3.3,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
3957846740,true,2016-09-10 23:00:10.000,-76.87238,39.08092,"3/4",4.0,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
3957846741,true,2016-09-13 23:00:07.000,-77.15389,40.04832,"3/4",29.1,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
3957846742,true,2016-09-16 23:00:07.000,-77.04209,39.05418,"5/6",2.2,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
3957846743,true,2016-09-19 23:00:10.000,-77.04055,39.0549,"4/5",3.1,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
3957846744,true,2016-09-22 23:00:09.000,-76.99304,38.88471,"3/4",2.2,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
3957846745,true,2016-09-25 23:00:10.000,-79.23689,36.56638,"5/6",1.6,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
3957846746,true,2016-09-28 23:00:09.000,-79.67442,36.83269,"3/5",4.1,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
3957846747,true,2016-10-01 23:00:10.000,-78.78832,36.02956,"3/4",10.1,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
3957846748,true,2016-10-04 23:00:08.000,-82.52835,29.53557,"5/6",1.6,,"gps",,"1419","2671-02034","grcaMigration-Ryder"
